# Pokemon Insurgence Learnset Data  (generated by generate_data_from_game.py)
# Uses game-internal move IDs matching move_data.txt
# species_id | level:move_id level:move_id ...
211 | 1:695 1:536 1:186 1:551 1:239 1:440 1:303 9:370 9:384 13:554 17:510 21:447 25:411 25:339 29:104 33:545 37:14 41:274 45:539 49:430 53:186 57:536 60:695
212 | 1:314 1:526 1:310 1:374 5:364 9:33 13:307 17:466 21:525 25:12 29:293 33:281 37:531 41:4 45:27 49:313 50:520 57:418 61:314
213 | 1:704 1:559 1:326 1:327 1:510 5:360 9:325 12:10 16:398 20:493 23:507 27:443 31:490 34:402 38:504 42:8 45:488 45:473 49:503 53:704
214 | 1:113 1:209 1:27 1:303 1:361 1:294 1:374 7:314 10:160 16:287 19:115 25:324 28:98 31:14 34:274 37:1 43:86 46:118
215 | 1:311 1:374 1:49 8:310 10:29 14:250 16:320 20:466 22:525 25:43 28:36 32:400 35:293 40:47 44:38 47:252
216 | 1:37 1:296 1:311 1:685 1:41 1:182 8:320 15:29 22:417 25:687 29:293 36:353 43:312 43:493 50:268 57:37
217 | 1:91 1:296 1:311 1:374 1:41 1:182 8:320 15:29 22:417 25:687 29:293 38:399 47:493 49:312 58:268 67:91
218 | 1:426 1:439 6:146 8:507 13:370 15:148 20:434 22:506 27:141 29:504 34:139 36:468 41:276 43:393 48:136 50:224
219 | 1:224 1:426 1:439 1:146 1:507 6:146 8:507 13:370 15:148 20:434 22:506 27:141 29:504 34:139 36:468 38:402 43:276 47:393 54:136 58:224
220 | 1:303 1:388 5:237 8:253 11:234 14:361 18:228 21:250 24:252 28:274 35:259 37:223 40:330 44:242 48:468
221 | 1:506 1:168 1:388 1:237 1:253 5:237 8:253 11:234 14:361 18:228 21:250 24:248 28:274 33:324 37:259 41:268 46:223 52:242 58:468
222 | 1:303 1:370 4:554 8:393 10:546 13:396 17:506 20:318 23:377 27:545 29:531 31:511 35:361 38:555 41:505 45:463 47:224 50:330
223 | 1:551 6:375 10:460 14:246 18:546 22:364 26:548 30:5 34:243 38:209 42:536 46:263 50:557
224 | 1:427 1:511 1:551 1:326 1:246 1:460 6:326 10:460 14:246 18:546 22:364 25:547 28:342 34:5 40:243 46:209 52:536 58:263 64:557
225 | 1:336
226 | 1:460 1:209 1:5 1:303 1:554 1:546 1:413 3:413 7:546 11:184 14:164 16:290 19:548 23:515 27:274 32:466 36:159 39:555 46:157 49:536
227 | 1:374 1:168 6:238 9:525 12:166 17:324 20:314 23:299 28:239 31:466 34:521 39:293 42:532 45:159 50:530 53:27
228 | 1:374 1:146 4:373 8:439 13:397 16:28 20:388 25:36 28:142 32:29 37:40 40:22 44:136 49:24 52:45 56:133
229 | 1:133 1:45 1:75 1:374 1:146 1:439 1:373 4:373 8:439 13:397 16:28 20:388 26:36 30:142 35:29 41:40 45:22 50:136 56:24 60:45 65:133
230 | 1:536 1:426 1:554 1:408 1:551 1:374 5:408 9:374 13:551 17:61 21:546 26:364 31:545 38:466 45:56 52:63 60:536
231 | 1:388 1:303 1:368 1:357 6:330 10:510 15:335 19:361 24:282 28:274 33:353 37:264 42:265
232 | 1:142 1:75 1:294 1:229 1:357 1:368 6:317 10:510 15:31 19:35 24:282 25:324 30:236 37:399 43:223 50:262
233 | 1:67 1:484 1:355 1:303 1:357 1:354 7:460 12:466 18:393 23:82 29:5 34:394 40:71 45:375 50:284 56:484 62:67 67:263
234 | 1:378 1:303 3:374 7:181 10:479 13:295 16:238 21:274 23:184 27:470 33:494 38:455 43:92 49:480 50:352 55:378
235 | 1:405 11:405 21:405 31:405 41:405 51:405 61:405 71:405 81:405 91:405
236 | 1:303 1:372 1:306 1:366
237 | 1:329 1:86 1:104 1:105 6:364 10:33 15:310 19:114 24:317 28:115 33:314 37:466 42:527 46:515 46:122 50:121 55:86 60:329
238 | 1:309 5:182 8:416 11:253 15:462 18:404 21:461 25:379 28:41 31:377 35:249 38:452 41:356 45:390 48:242
239 | 1:310 1:374 5:79 8:117 12:299 15:76 19:83 22:80 26:482 29:72 33:71 36:400 40:69 43:65
240 | 1:439 1:374 5:146 8:408 12:29 15:147 19:434 22:141 26:184 29:140 33:139 36:150 40:136 43:128
241 | 1:303 3:368 5:357 8:295 11:381 15:327 19:510 24:276 29:455 35:352 41:527 48:371 50:106
242 | 1:265 1:357 1:309 1:368 5:419 9:396 12:323 16:409 20:349 23:384 27:274 31:404 34:37 38:476 42:269 46:482 50:477 54:265
243 | 1:453 1:71 1:28 1:374 8:79 15:397 22:310 29:74 36:492 43:24 50:75 57:71 64:453 71:556 78:470 85:65
244 | 1:134 1:125 1:453 1:139 1:374 1:28 8:146 15:397 22:147 29:295 36:136 43:414 50:142 57:139 64:453 71:128 78:470 85:125
245 | 1:536 1:453 1:173 1:28 1:374 8:546 15:556 22:167 29:246 36:259 43:463 50:248 57:173 64:453 71:536 78:470 85:242
246 | 1:28 1:374 5:513 10:400 14:287 19:504 23:399 28:268 32:25 37:32 41:24 46:223 50:503 55:263
247 | 1:28 1:374 1:513 1:400 5:513 10:400 14:287 19:504 23:399 28:268 34:25 41:32 47:24 54:223 60:503 67:263
248 | 1:75 1:248 1:142 1:28 1:374 1:400 1:513 5:513 10:400 14:287 19:504 23:399 28:268 34:25 41:32 47:24 54:223 63:503 73:263 82:262
249 | 1:423 1:304 9:167 15:54 23:453 29:556 37:536 43:155 50:38 57:506 65:398 71:393 79:450 85:335 93:470 99:152
250 | 1:423 1:304 9:167 15:153 23:453 29:150 37:128 43:134 50:38 57:506 65:398 71:393 79:450 85:335 93:470 99:152
251 | 1:217 1:462 1:393 1:371 10:398 19:203 28:506 37:347 46:335 55:475 64:450 73:477 82:191 91:390
252 | 1:309 1:374 5:210 9:310 13:207 17:33 21:200 25:466 29:282 33:121 37:198 41:122 45:329 49:400
253 | 1:309 1:374 1:210 1:310 5:210 9:310 13:207 16:12 18:33 23:197 28:466 33:282 38:121 43:4 48:307 53:122 58:191 63:400
254 | 1:191 1:27 1:309 1:374 1:210 1:310 5:210 9:310 13:207 16:12 18:33 23:197 28:466 33:282 36:60 39:121 45:4 51:307 57:122 63:191 69:400
255 | 1:311 1:368 5:146 10:238 14:168 19:147 23:310 28:141 32:364 37:293 41:171 46:136
256 | 1:311 1:368 1:146 1:238 5:146 10:238 14:168 16:112 20:145 25:310 31:120 36:364 42:293 47:171 53:96 58:129
257 | 1:129 1:140 1:85 1:311 1:368 1:238 1:146 5:146 10:238 14:168 16:112 20:145 25:310 31:120 36:137 37:364 44:293 50:153 57:96 63:129
258 | 1:303 1:368 4:551 9:234 12:366 17:327 20:237 25:507 28:391 33:553 36:274 41:536 44:329
259 | 1:303 1:368 1:234 1:551 6:551 9:234 12:366 16:230 18:327 22:228 28:504 32:391 38:537 42:274 48:223 52:329
260 | 1:91 1:303 1:368 1:551 1:234 6:551 9:234 12:366 16:230 18:327 22:228 28:504 32:391 39:537 44:274 51:223 56:329 63:91
261 | 1:303 4:373 7:238 10:28 13:388 16:397 19:414 22:31 25:399 28:40 30:49 34:274 37:24 40:26
262 | 1:24 1:34 1:303 1:373 1:238 1:28 4:373 7:238 10:28 13:388 16:397 18:30 20:414 24:31 28:399 32:40 36:49 40:274 44:24 48:26
263 | 1:303 1:368 5:419 7:238 11:290 12:685 13:388 17:237 19:14 23:296 25:349 29:330 31:274 35:493 37:348 41:37
264 | 1:641 1:694 1:48 1:303 1:368 1:238 1:419 5:419 7:238 11:290 13:388 17:237 19:320 24:296 27:349 32:293 35:265 40:493 43:348 48:37
265 | 1:303 1:20 5:440 15:8
266 | 1:370 7:370
267 | 1:167 10:167 12:210 15:220 17:386 20:166 22:207 25:9 27:346 30:423 32:200 35:3 37:316 40:17
268 | 1:370 7:370
269 | 1:167 10:167 12:462 15:445 17:385 20:433 22:460 25:9 27:482 30:423 32:446 35:3 37:391 40:17
270 | 1:181 3:368 6:210 9:554 12:335 15:259 18:207 21:546 24:387 27:556 30:200 33:455 36:198
271 | 1:181 3:368 6:210 9:554 12:320 16:306 20:558 24:546 28:387 32:275 36:35 40:455 44:536
272 | 1:181 1:368 1:207 1:387
273 | 1:327 3:370 9:369 15:387 21:221 27:150 33:260
274 | 1:309 3:370 6:369 9:387 12:306 14:205 16:50 20:281 24:29 28:197 32:414 36:453
275 | 1:205 1:29 1:423 1:45 20:202 32:154 44:191
276 | 1:168 1:368 5:364 9:310 13:164 17:359 21:160 25:122 29:466 33:159 37:329 41:153
277 | 1:153 1:159 1:162 1:168 1:310 1:364 1:368 5:364 9:310 13:164 17:364 21:160 27:122 33:466 39:329 45:159 51:153
278 | 1:368 1:551 5:413 8:164 12:259 15:548 19:310 22:166 26:33 29:160 33:172 36:466 40:159 43:154
279 | 1:154 1:536 1:173 1:557 1:368 1:164 1:558 1:551 5:413 8:164 12:259 15:548 19:32 22:172 25:391 28:545 33:411 33:339 33:415 39:37 44:173 50:536 55:154
280 | 1:368 4:462 6:359 9:497 11:683 14:377 17:203 19:476 22:642 24:470 27:452 29:480 32:450 34:353 37:479 39:449 42:465
281 | 1:368 1:462 1:497 1:359 4:462 6:359 9:497 11:683 14:377 17:203 19:476 23:642 26:470 30:452 33:480 37:450 40:353 44:479 47:449 51:465
282 | 1:627 1:465 1:680 1:477 1:368 1:462 1:497 1:359 4:462 6:359 9:497 11:683 14:424 17:203 19:476 23:642 26:470 31:452 35:480 40:450 44:352 49:479 53:449 58:465 62:627
283 | 1:554 6:310 9:417 14:558 17:546 22:466 25:259 25:258 30:550 35:347 38:704
284 | 1:17 1:423 1:3 1:177 1:554 1:558 1:417 1:310 6:310 9:417 14:558 17:167 22:399 22:166 26:220 32:9 38:159 42:3 48:423 52:17
285 | 1:210 1:303 5:220 8:217 12:207 15:290 19:445 22:222 26:200 29:369 33:446 36:199 40:219
286 | 1:210 1:303 1:220 1:217 5:220 8:217 12:207 15:290 19:314 22:115 23:108 28:102 33:383 39:96 44:199 50:90
287 | 1:311 1:426 6:360 9:406 14:29 17:468 22:296 25:287 30:115 33:330 38:641
288 | 1:118 1:311 1:364 1:275 1:360 6:360 9:275 14:320 17:361 23:293 27:287 33:115 37:84 43:118
289 | 1:91 1:38 1:37 1:311 1:406 1:360 1:426 6:360 9:406 14:29 17:468 23:296 27:287 33:115 36:414 39:330 47:37 53:38 61:91
290 | 1:311 1:370 5:13 9:238 13:320 17:234 21:525 25:383 29:327 33:307 37:225
291 | 1:8 1:311 1:370 1:13 1:238 5:13 9:238 13:320 17:466 20:359 20:12 20:400 23:293 29:383 35:347 41:418 47:4
292 | 1:311 1:370 5:13 9:238 13:320 17:189 21:180 25:383 29:184 33:175 37:187 41:475 45:692
293 | 1:309 4:305 8:181 11:373 15:400 18:413 22:295 25:275 29:397 32:493 36:407 39:272 43:459
294 | 1:309 1:305 1:181 1:373 4:305 9:181 11:373 15:400 18:413 20:28 23:295 27:275 32:397 36:493 41:407 45:272 50:459
295 | 1:634 1:248 1:142 1:75 1:309 1:305 1:373 1:181 4:305 9:181 11:373 15:400 18:413 20:28 23:295 27:275 32:397 36:493 40:24 42:407 47:272 53:459 58:634 64:263
296 | 1:303 1:364 4:238 7:113 10:306 13:102 16:423 19:35 22:100 25:348 28:298 31:119 34:106 37:361 40:86 43:118 46:528
297 | 1:545 1:303 1:364 1:238 1:113 4:238 7:113 10:306 13:102 16:423 19:35 22:100 26:348 30:298 34:119 38:106 42:361 46:86 50:118 54:528
298 | 1:410 1:551 2:419 5:558 7:554 10:353 13:546 16:372 20:282 23:157
299 | 1:303 4:370 7:350 10:507 13:83 16:493 19:74 22:504 25:505 28:511 31:71 34:513 37:224 40:503 43:375 43:67
300 | 1:306 1:368 1:419 1:303 4:366 7:404 10:346 13:683 16:323 19:356 22:29 25:353 28:106 31:345 34:296 37:371 40:265 43:352 46:641
301 | 1:306 1:404 1:346 1:323
302 | 1:374 1:311 4:366 6:183 9:181 11:320 14:121 16:180 19:29 21:306 24:38 26:35 29:176 31:184 34:455 36:505 39:175 41:22 44:46 46:379
303 | 1:641 1:520 1:49 1:368 1:678 1:181 5:41 9:28 13:417 17:300 21:29 25:347 29:24 33:531 37:26 41:339 41:415 41:411 45:520 49:641
304 | 1:303 1:370 4:234 7:290 10:525 13:508 16:391 19:397 22:520 25:504 28:274 31:532 34:517 37:531 40:265 43:530 46:528 49:529
305 | 1:303 1:370 1:290 1:234 4:234 7:290 10:525 13:508 16:391 19:397 22:520 25:504 28:274 31:532 35:517 39:531 43:265 47:530 51:528 55:529
306 | 1:303 1:370 1:290 1:234 4:234 7:290 10:525 13:508 16:391 19:397 22:520 25:504 28:274 31:532 35:517 39:531 45:265 51:530 57:528 63:529
307 | 1:327 4:486 7:462 9:121 12:361 15:314 17:102 20:333 23:470 25:383 28:85 31:392 33:343 36:490 39:118 41:393 44:115
308 | 1:455 1:140 1:72 1:245 1:327 1:486 1:121 1:462 4:486 7:462 9:121 12:361 15:314 17:102 20:333 23:470 25:383 28:85 31:392 33:343 36:490 42:118 47:393 53:115
309 | 1:303 1:83 4:374 7:373 10:310 13:74 16:388 19:75 24:28 29:71 34:397 39:70 44:81 49:65
310 | 1:681 1:142 1:303 1:83 1:373 1:374 4:374 7:373 10:310 13:74 16:388 19:75 24:28 30:71 36:397 42:70 48:81 54:65 60:681
311 | 1:688 1:687 1:368 1:83 1:310 4:372 7:74 10:360 13:349 16:299 19:80 22:356 25:353 28:81 31:71 34:347 37:466 40:264 43:65 46:45 49:362
312 | 1:688 1:687 1:368 1:83 1:310 4:372 7:74 10:360 13:48 16:299 19:80 22:356 25:41 28:81 31:71 34:347 37:466 40:341 43:65 46:45 49:362
313 | 1:363 1:303 5:359 8:184 12:310 15:10 19:385 22:21 26:5 29:391 33:455 36:372 40:3 43:641 47:265
314 | 1:687 1:303 5:417 9:353 12:310 15:10 19:385 22:424 26:360 29:42 33:455 36:372 40:3 43:641 47:296
315 | 1:210 4:369 7:440 10:220 13:207 16:217 19:203 22:215 25:200 28:447 31:417 34:216 37:682 40:446 43:212 46:221 50:192
316 | 1:309 5:426 8:444 10:432 12:468 17:438 20:360 25:446 28:415 28:339 28:411 33:429 36:443 41:696 44:342 49:427
317 | 1:427 1:342 1:309 1:426 1:444 1:432 5:426 8:444 10:432 12:468 17:438 20:360 25:446 26:276 30:411 30:339 30:415 37:429 42:443 49:696 54:342 61:427
318 | 1:374 1:28 4:316 8:364 11:550 15:31 18:400 22:414 25:248 29:399 32:435 36:24 39:466 43:274
319 | 1:27 1:314 1:374 1:28 1:316 1:364 4:316 8:364 11:550 15:31 18:400 22:414 25:248 29:399 30:293 34:435 40:24 45:466 51:271 56:49 62:27
320 | 1:410 4:368 7:551 10:510 13:553 16:181 19:548 22:259 25:545 29:493 33:541 37:468 41:535 45:157 49:536 53:528
321 | 1:528 1:410 1:368 1:551 1:510 4:368 7:551 10:510 13:553 16:181 19:548 22:259 25:493 29:545 33:535 37:468 44:541 51:157 58:536 65:528
322 | 1:368 1:303 5:146 8:364 12:236 15:141 19:468 22:139 26:224 29:185 31:274 36:426 40:223 43:136 47:265
323 | 1:235 1:125 1:368 1:303 1:146 1:364 5:146 8:364 12:236 15:141 19:468 22:139 26:224 29:185 31:274 33:504 39:426 46:223 52:125 59:235
324 | 1:146 4:439 7:559 10:317 13:147 15:408 18:143 22:185 25:139 27:276 30:391 34:136 38:531 40:468 42:330 45:132 47:402 50:133
325 | 1:410 7:464 10:388 14:460 15:392 18:184 21:484 26:455 29:505 29:493 33:312 38:454 40:32 44:452 50:157
326 | 1:410 1:464 1:388 1:460 7:464 10:388 14:460 15:392 18:184 21:484 26:455 29:505 32:420 35:493 35:312 42:454 46:32 52:452 60:157
327 | 1:303 5:356 10:29 14:460 19:479 23:288 28:26 32:420 37:275 41:392 46:265 50:330 55:268
328 | 1:238 1:28 1:29 1:327 5:234 8:229 12:232 15:504 19:225 22:24 26:224 29:314 33:223 36:513 40:88 43:263 47:235
329 | 1:238 1:338 1:327 1:29 5:234 8:229 12:232 15:504 19:413 22:400 26:224 29:3 33:223 35:59 36:513 40:275 43:263 45:711 45:712 47:634
330 | 1:634 1:711 1:712 1:238 1:338 1:29 1:327 5:234 8:229 12:232 15:504 19:413 22:400 26:224 29:58 33:223 35:59 36:513 40:275 43:263 45:57 47:54 50:3 54:634
331 | 1:440 1:374 4:210 7:369 10:217 13:238 16:204 19:29 22:216 26:32 30:239 34:26 38:14 42:198 46:214 50:513 54:186
332 | 1:186 1:104 1:440 1:374 1:210 1:369 4:210 7:369 10:217 13:238 16:204 19:29 22:216 26:32 30:239 32:644 35:26 38:14 44:198 49:214 54:513 59:186
333 | 1:168 1:368 3:181 5:404 7:324 9:398 11:683 14:259 17:297 20:335 23:274 26:396 30:171 34:213 38:56 42:390 46:627
334 | 1:152 1:162 1:168 1:368 1:181 1:404 3:181 5:404 7:324 9:398 11:683 14:259 17:297 20:335 23:274 26:396 30:63 34:213 35:59 40:56 46:390 52:627 59:152
335 | 1:311 1:374 5:310 8:12 12:33 15:43 19:293 22:104 26:285 29:307 33:40 36:121 40:4 43:49 47:418 50:86
336 | 1:325 1:414 4:28 7:182 10:436 13:400 16:28 19:325 22:435 25:693 28:27 31:443 34:430 37:258 40:24 43:696 46:442 49:342
337 | 1:627 1:303 1:370 1:462 1:507 5:479 9:512 13:464 17:40 21:504 25:471 29:452 33:475 37:503 41:450 45:260 49:485
338 | 1:303 1:370 1:462 1:507 5:147 9:512 13:464 17:40 21:504 25:471 29:452 33:475 37:503 41:195 45:260 49:500
339 | 1:234 6:237 6:558 9:551 13:228 15:468 17:548 20:236 25:493 25:312 28:539 32:223 35:537 39:450 44:235
340 | 1:421 1:234 1:237 1:551 1:558 6:558 6:237 9:551 13:228 15:468 17:548 20:236 25:493 25:312 28:539 30:455 34:223 39:537 45:450 52:235
341 | 1:554 5:370 7:300 10:374 14:546 17:391 20:313 23:35 26:27 31:544 34:49 37:418 39:24 43:540 48:332
342 | 1:554 1:370 1:300 1:374 5:370 7:300 10:374 14:546 17:391 20:313 23:35 26:27 30:299 32:544 36:49 40:418 43:24 48:540 54:332
343 | 1:370 1:462 4:317 7:234 10:475 13:508 16:460 19:506 22:471 25:490 28:261 31:453 34:473 34:488 37:224 40:513 43:480 46:260
344 | 1:497 1:370 1:317 1:462 4:317 7:234 10:475 13:508 16:460 19:506 22:471 25:490 28:261 31:453 34:473 34:488 36:263 40:224 46:513 52:480 58:260
345 | 1:181 1:326 5:437 9:216 13:184 17:506 21:545 26:200 31:443 36:468 41:198 46:415 46:339 46:411 52:342
346 | 1:342 1:181 1:326 1:437 1:216 5:437 9:216 13:184 17:506 21:545 26:200 31:443 36:468 44:198 52:415 52:339 52:411 61:342
347 | 1:311 1:370 4:237 7:551 10:12 13:509 17:525 21:506 25:8 29:545 34:293 39:285 44:4 49:391 55:511
348 | 1:311 1:370 1:237 1:551 4:237 7:551 10:12 13:509 17:525 21:506 25:293 29:545 34:293 39:285 46:4 53:391 61:511
349 | 1:410 15:303 30:330
350 | 1:325 1:551 4:558 7:396 11:683 14:61 17:548 21:555 24:352 27:58 31:393 34:539 37:346 41:398 44:442 47:536 51:556 55:627
351 | 1:303 5:232 10:507 10:34 10:551 10:146 10:253 15:290 20:150 20:556 20:257 20:707 20:513 25:304 30:228 30:25 35:536 35:128 35:242 40:45 45:582 45:154 45:503
352 | 1:34 1:419 1:181 1:182 1:311 4:322 7:180 10:314 13:320 16:29 18:460 21:506 25:293 30:351 33:176 38:400 42:412 46:26 50:459
353 | 1:35 4:400 7:183 10:189 13:180 16:151 19:29 22:179 26:185 30:175 34:40 38:26 42:47 46:187 50:498 54:692
354 | 1:692 1:35 1:400 1:183 1:189 4:400 7:183 10:189 13:180 16:151 19:29 22:179 26:185 30:175 34:40 40:26 46:47 52:187 58:498 64:692
355 | 1:374 1:183 6:358 9:181 14:366 17:180 22:33 25:151 30:184 33:185 38:179 41:175 46:379 49:32 54:450
356 | 1:450 1:140 1:245 1:72 1:472 1:322 1:181 1:183 1:358 1:374 6:358 9:181 14:366 17:180 22:33 25:151 30:184 33:185 37:178 40:179 45:175 52:379 57:32 64:450
357 | 1:191 1:374 1:167 1:369 1:205 6:417 10:295 16:203 21:423 26:202 30:335 36:159 41:276 46:349 50:221 56:195 61:191
358 | 1:477 1:459 1:325 1:368 1:181 1:462 4:368 7:181 10:462 13:426 16:464 19:274 22:453 27:371 32:275 37:398 42:265 47:476 52:459 57:477
359 | 1:390 1:450 1:311 1:314 1:374 1:310 4:374 7:310 10:33 13:49 16:28 19:49 22:293 25:418 29:27 33:121 37:458 41:378 45:26 49:281 53:450 57:390
360 | 1:410 1:353 1:360 15:115 15:463 15:398 15:186
361 | 1:253 1:374 5:359 10:252 14:250 19:28 23:248 28:290 32:391 37:251 41:24 46:242 50:257
362 | 1:256 1:253 1:374 1:359 1:252 5:359 14:250 19:28 23:248 28:290 32:391 37:251 41:24 42:646 48:242 54:257 61:256
363 | 1:357 1:253 1:368 1:551 5:510 9:360 13:254 17:545 21:246 26:276 31:493 31:312 36:257 41:242 46:256
364 | 1:357 1:253 1:368 1:551 5:510 9:360 13:254 17:545 21:246 26:276 31:493 31:312 32:414 38:257 45:242 52:256
365 | 1:24 1:357 1:253 1:368 1:551 7:510 7:360 13:254 19:545 19:246 25:276 31:493 31:312 32:414 38:257 44:248 49:242 60:256
366 | 1:552 1:551 1:531 1:553 50:402
367 | 1:553 1:28 5:400 9:399 11:29 14:548 16:248 19:545 23:26 26:541 29:347 34:24 39:539 45:442 50:536
368 | 1:553 1:462 5:558 9:466 11:642 14:548 16:468 19:555 23:352 26:541 29:347 34:452 39:539 45:442 50:536
369 | 1:501 1:303 1:370 1:237 1:551 6:237 10:551 15:508 21:506 26:541 31:274 35:426 41:493 46:536 50:265 56:501
370 | 1:303 1:353 4:551 7:466 9:642 14:377 17:548 22:346 27:330 31:416 37:274 40:555 46:352 50:536 55:398
371 | 1:316 4:146 7:374 10:28 13:59 17:290 21:364 25:24 29:57 34:455 39:399 44:136 49:265
372 | 1:316 1:146 1:374 1:28 4:146 7:374 10:28 13:59 17:290 21:364 25:24 29:57 30:391 35:455 42:399 49:136 56:265
373 | 1:58 1:142 1:75 1:316 1:146 1:28 1:374 4:146 7:374 10:28 13:59 17:290 21:364 25:24 29:57 30:391 35:455 42:399 49:136 50:156 63:265
374 | 1:274
375 | 1:82 1:274 1:525 1:462 20:525 20:462 23:33 26:526 29:487 32:455 35:399 38:452 41:466 44:518 47:531 50:263
376 | 1:82 1:274 1:525 1:462 20:525 20:462 23:33 26:526 29:487 32:455 35:399 38:452 41:466 44:518 45:91 52:531 60:263
377 | 1:260 1:295 1:507 1:78 1:229 7:507 13:78 19:229 25:185 31:506 37:531 43:503 49:91 55:67 55:375 61:88 67:263
378 | 1:260 1:295 1:250 1:78 1:229 7:250 13:78 19:229 25:185 31:506 37:468 43:243 49:91 55:67 55:375 61:88 67:263
379 | 1:260 1:295 1:525 1:78 1:229 7:525 13:78 19:229 25:185 31:506 37:531 37:468 43:520 43:519 49:91 55:375 55:67 61:88 67:263
380 | 1:477 1:372 1:424 1:464 1:398 4:558 7:353 10:465 13:396 16:476 20:59 24:457 28:491 32:393 36:395 41:455 46:473 51:452 56:56 61:711
381 | 1:44 1:372 1:475 1:464 1:398 4:391 7:63 10:465 13:396 16:476 20:59 24:456 28:491 32:393 36:496 41:455 46:488 51:452 56:56 61:711
382 | 1:506 1:548 5:399 15:539 20:276 30:555 35:243 45:714 50:470 60:65 65:256 75:536 80:537 90:535
383 | 1:506 1:230 5:399 15:224 20:139 30:493 35:223 45:715 50:120 60:195 65:235 75:128 80:91 90:125
384 | 1:61 5:399 15:506 20:24 30:159 35:493 45:278 50:56 60:63 65:156 75:272 80:53 90:263
385 | 1:424 1:462 5:493 10:299 15:372 20:452 25:396 30:493 35:455 40:265 45:472 50:477 55:450 60:471 65:264 70:516
386 | 1:374 1:325 7:183 13:497 19:35 25:33 31:452 37:47 43:491 49:455 55:471 61:393 67:448 73:263
387 | 1:303 5:559 9:210 13:205 17:185 21:28 25:207 29:217 33:221 37:24 41:200 45:191
388 | 1:303 1:559 5:559 9:210 13:205 17:185 22:28 27:207 32:217 37:221 42:24 47:200 52:191
389 | 1:196 1:303 1:559 1:210 1:205 5:559 9:210 13:205 17:185 22:28 27:207 32:223 33:217 39:221 45:24 51:200 57:191
390 | 1:311 1:374 7:146 9:49 15:320 17:143 23:45 25:50 31:289 33:147 39:165 41:406 47:136
391 | 1:311 1:374 1:146 7:146 9:49 14:108 16:320 19:143 26:314 29:50 36:86 39:147 46:165 49:406 56:129
392 | 1:129 1:311 1:374 1:146 1:49 7:146 9:49 14:108 16:320 19:143 26:314 29:38 36:86 42:147 52:165 58:470 68:129
393 | 1:309 4:368 8:554 11:558 15:168 18:546 22:327 25:324 29:545 32:553 36:259 39:158 43:536
394 | 1:303 1:368 4:368 8:554 11:558 15:168 16:525 19:546 24:327 28:324 33:545 37:553 42:259 46:158 50:536
395 | 1:303 1:368 1:554 4:368 8:554 11:418 15:168 16:525 19:546 24:414 28:324 33:545 36:550 39:553 46:259 52:158 59:536
396 | 1:303 1:368 5:310 9:164 13:359 17:329 21:423 25:160 29:274 33:466 37:153 41:116
397 | 1:303 1:368 1:310 5:310 9:164 13:359 18:329 23:423 28:160 33:274 38:466 43:153 48:116
398 | 1:303 1:368 1:310 1:164 5:310 9:164 13:359 18:329 23:423 28:160 33:274 34:86 41:466 49:153 57:116
399 | 1:303 5:368 9:357 13:510 17:290 21:279 25:426 29:468 33:274 37:340 41:88 45:185
400 | 1:694 1:303 1:368 5:368 9:357 13:510 15:551 18:290 23:279 28:426 33:468 38:274 43:340 48:88 53:185
401 | 1:368 1:327 6:10 16:8
402 | 1:368 1:327 10:12 14:13 18:404 22:364 26:293 30:4 34:400 36:695 38:49 42:27 44:704 46:3 50:390
403 | 1:303 5:374 9:81 11:685 13:74 17:28 21:397 25:414 29:75 33:24 37:399 41:71 45:70
404 | 1:303 1:374 5:374 9:81 13:74 18:28 23:397 28:414 33:75 38:24 43:399 48:71 53:70
405 | 1:681 1:303 1:374 1:81 5:374 9:81 13:74 18:28 23:397 28:414 35:75 42:24 49:399 56:71 63:70 67:681
406 | 1:210 4:369 7:558 10:220 13:207 16:222
407 | 1:693 1:679 1:304 1:440 1:207 1:203 1:417
408 | 1:290 1:374 6:364 10:33 15:274 19:399 24:31 28:287 33:506 37:455 42:400 46:501
409 | 1:290 1:374 6:364 10:33 15:274 19:399 24:31 28:287 30:329 36:506 43:455 51:400 58:501
410 | 1:303 1:391 6:49 10:532 15:274 19:531 24:414 28:506 33:361 37:529 42:520 46:528
411 | 1:303 1:391 1:49 1:532 6:49 10:532 15:274 19:531 24:414 28:506 30:350 36:361 43:529 51:520 58:528
412 | 1:391 10:303 15:8 20:333
413 | 1:303 10:391 15:8 20:333 23:462 26:205 29:369 32:460 35:352 38:330 41:346 44:452 47:191
414 | 1:303 10:391 15:8 20:333 23:462 26:167 29:445 32:460 35:351 38:9 41:159 44:452 47:3 50:17
415 | 1:417 1:167 13:8 29:3
416 | 1:695 1:186 1:417 1:167 1:440 1:184 5:12 9:33 13:320 17:15 21:293 25:505 29:16 33:446 37:159 41:352 45:2 49:414 53:186 57:695
417 | 1:368 1:327 5:310 9:353 13:74 17:361 19:688 21:299 25:80 29:416 33:83 37:340 41:71 45:264 49:279
418 | 1:338 4:368 7:558 11:310 15:551 18:33 21:299 24:550 27:313 31:553 35:281 38:539 41:466 45:536
419 | 1:248 1:24 1:338 1:368 1:310 1:558 4:368 7:558 11:310 15:551 18:33 21:299 24:550 29:313 35:553 41:281 46:539 51:466 57:536
420 | 1:386 1:303 7:369 10:217 13:372 19:203 22:150 28:222 31:274 37:195 40:377 47:682
