# Pokemon Insurgence Species Data  (generated by generate_pokemon_data.py)
# ID | Name | Type1 | Type2 | Stage | Rarity | BaseHP | BaseAtk | BaseDef | BaseSpA | BaseSpD | BaseSpe | GrowthRate
1 | Bulbasaur | Grass | Poison | 1 | Common | 45 | 49 | 49 | 65 | 65 | 45 | medium-slow
272 | Ludicolo | Water | Grass | 3 | Common | 80 | 70 | 70 | 90 | 100 | 70 | medium-slow
273 | Seedot | Grass |  | 1 | Common | 40 | 40 | 50 | 30 | 30 | 30 | medium-slow
274 | Nuzleaf | Grass | Dark | 2 | Common | 70 | 70 | 40 | 60 | 40 | 60 | medium-slow
275 | Shiftry | Grass | Dark | 3 | Common | 90 | 100 | 60 | 90 | 60 | 80 | medium-slow
276 | Taillow | Normal | Flying | 1 | Common | 40 | 55 | 30 | 30 | 30 | 85 | medium-slow
277 | Swellow | Normal | Flying | 2 | Common | 60 | 85 | 60 | 75 | 50 | 125 | medium-slow
278 | Wingull | Water | Flying | 1 | Common | 40 | 30 | 30 | 55 | 30 | 85 | medium
279 | Pelipper | Water | Flying | 2 | Common | 60 | 50 | 100 | 95 | 70 | 65 | medium
280 | Ralts | Psychic | Fairy | 1 | Common | 28 | 25 | 25 | 45 | 35 | 40 | slow
281 | Kirlia | Psychic | Fairy | 2 | Common | 38 | 35 | 35 | 65 | 55 | 50 | slow
282 | Gardevoir | Psychic | Fairy | 3 | Common | 68 | 65 | 65 | 125 | 115 | 80 | slow
283 | Surskit | Bug | Water | 1 | Common | 40 | 30 | 32 | 50 | 52 | 65 | medium
284 | Masquerain | Bug | Flying | 2 | Common | 70 | 60 | 62 | 100 | 82 | 80 | medium
285 | Shroomish | Grass |  | 1 | Common | 60 | 40 | 60 | 40 | 60 | 35 | fast-then-very-slow
286 | Breloom | Grass | Fighting | 2 | Common | 60 | 130 | 80 | 60 | 60 | 70 | fast-then-very-slow
287 | Slakoth | Normal |  | 1 | Common | 60 | 60 | 60 | 35 | 35 | 30 | slow
288 | Vigoroth | Normal |  | 2 | Common | 80 | 80 | 80 | 55 | 55 | 90 | slow
289 | Slaking | Normal |  | 3 | Common | 150 | 160 | 100 | 95 | 65 | 100 | slow
290 | Nincada | Bug | Ground | 1 | Common | 31 | 45 | 90 | 30 | 30 | 40 | slow-then-very-fast
291 | Ninjask | Bug | Flying | 2 | Common | 61 | 90 | 45 | 50 | 50 | 160 | slow-then-very-fast
292 | Shedinja | Bug | Ghost | 2 | Common | 1 | 90 | 45 | 30 | 30 | 40 | slow-then-very-fast
293 | Whismur | Normal |  | 1 | Common | 64 | 51 | 23 | 51 | 23 | 28 | medium-slow
294 | Loudred | Normal |  | 2 | Common | 84 | 71 | 43 | 71 | 43 | 48 | medium-slow
295 | Exploud | Normal |  | 3 | Common | 104 | 91 | 63 | 91 | 73 | 68 | medium-slow
296 | Makuhita | Fighting |  | 1 | Common | 72 | 60 | 30 | 20 | 30 | 25 | fast-then-very-slow
297 | Hariyama | Fighting |  | 2 | Common | 144 | 120 | 60 | 40 | 60 | 50 | fast-then-very-slow
298 | Azurill | Normal | Fairy | Baby | Common | 50 | 20 | 40 | 20 | 40 | 20 | fast
299 | Nosepass | Rock |  | 1 | Common | 30 | 45 | 135 | 45 | 90 | 30 | medium
300 | Skitty | Normal |  | 1 | Common | 50 | 45 | 45 | 35 | 35 | 50 | fast
301 | Delcatty | Normal |  | 2 | Common | 70 | 65 | 65 | 55 | 55 | 90 | fast
302 | Sableye | Dark | Ghost | 1 | Common | 50 | 75 | 75 | 65 | 65 | 50 | medium-slow
303 | Mawile | Steel | Fairy | 1 | Common | 50 | 85 | 85 | 55 | 55 | 50 | fast
304 | Aron | Steel | Rock | 1 | Common | 50 | 70 | 100 | 40 | 40 | 30 | slow
305 | Lairon | Steel | Rock | 2 | Common | 60 | 90 | 140 | 50 | 50 | 40 | slow
306 | Aggron | Steel | Rock | 3 | Common | 70 | 110 | 180 | 60 | 60 | 50 | slow
307 | Meditite | Fighting | Psychic | 1 | Common | 30 | 40 | 55 | 40 | 55 | 60 | medium
308 | Medicham | Fighting | Psychic | 2 | Common | 60 | 60 | 75 | 60 | 75 | 80 | medium
309 | Electrike | Electric |  | 1 | Common | 40 | 45 | 40 | 65 | 40 | 65 | slow
310 | Manectric | Electric |  | 2 | Common | 70 | 75 | 60 | 105 | 60 | 105 | slow
311 | Plusle | Electric |  | 1 | Common | 60 | 50 | 40 | 85 | 75 | 95 | medium
312 | Minun | Electric |  | 1 | Common | 60 | 40 | 50 | 75 | 85 | 95 | medium
313 | Volbeat | Bug |  | 1 | Common | 65 | 73 | 75 | 47 | 85 | 85 | slow-then-very-fast
314 | Illumise | Bug |  | 1 | Common | 65 | 47 | 75 | 73 | 85 | 85 | fast-then-very-slow
315 | Roselia | Grass | Poison | 2 | Common | 50 | 60 | 45 | 100 | 80 | 65 | medium-slow
316 | Gulpin | Poison |  | 1 | Common | 70 | 43 | 53 | 43 | 53 | 40 | fast-then-very-slow
317 | Swalot | Poison |  | 2 | Common | 100 | 73 | 83 | 73 | 83 | 55 | fast-then-very-slow
318 | Carvanha | Water | Dark | 1 | Common | 45 | 90 | 20 | 65 | 20 | 65 | slow
319 | Sharpedo | Water | Dark | 2 | Common | 70 | 120 | 40 | 95 | 40 | 95 | slow
320 | Wailmer | Water |  | 1 | Common | 130 | 70 | 35 | 70 | 35 | 60 | fast-then-very-slow
321 | Wailord | Water |  | 2 | Common | 170 | 90 | 45 | 90 | 45 | 60 | fast-then-very-slow
322 | Numel | Fire | Ground | 1 | Common | 60 | 60 | 40 | 65 | 45 | 35 | medium
323 | Camerupt | Fire | Ground | 2 | Common | 70 | 100 | 70 | 105 | 75 | 40 | medium
324 | Torkoal | Fire |  | 1 | Common | 70 | 85 | 140 | 85 | 70 | 20 | medium
325 | Spoink | Psychic |  | 1 | Common | 60 | 25 | 35 | 70 | 80 | 60 | fast
326 | Grumpig | Psychic |  | 2 | Common | 80 | 45 | 65 | 90 | 110 | 80 | fast
327 | Spinda | Normal |  | 1 | Common | 60 | 60 | 60 | 60 | 60 | 60 | fast
328 | Trapinch | Ground |  | 1 | Common | 45 | 100 | 45 | 45 | 45 | 10 | medium-slow
329 | Vibrava | Ground | Dragon | 2 | Common | 50 | 70 | 50 | 50 | 50 | 70 | medium-slow
330 | Flygon | Ground | Dragon | 3 | Common | 80 | 100 | 80 | 80 | 80 | 100 | medium-slow
331 | Cacnea | Grass |  | 1 | Common | 50 | 85 | 40 | 85 | 40 | 35 | medium-slow
332 | Cacturne | Grass | Dark | 2 | Common | 70 | 115 | 60 | 115 | 60 | 55 | medium-slow
333 | Swablu | Normal | Flying | 1 | Common | 45 | 40 | 60 | 40 | 75 | 50 | slow-then-very-fast
334 | Altaria | Dragon | Flying | 2 | Common | 75 | 70 | 90 | 70 | 105 | 80 | slow-then-very-fast
335 | Zangoose | Normal |  | 1 | Common | 73 | 115 | 60 | 60 | 60 | 90 | slow-then-very-fast
336 | Seviper | Poison |  | 1 | Common | 73 | 100 | 60 | 100 | 60 | 65 | fast-then-very-slow
337 | Lunatone | Rock | Psychic | 1 | Common | 90 | 55 | 65 | 95 | 85 | 70 | fast
338 | Solrock | Rock | Psychic | 1 | Common | 90 | 95 | 85 | 55 | 65 | 70 | fast
339 | Barboach | Water | Ground | 1 | Common | 50 | 48 | 43 | 46 | 41 | 60 | medium
340 | Whiscash | Water | Ground | 2 | Common | 110 | 78 | 73 | 76 | 71 | 60 | medium
341 | Corphish | Water |  | 1 | Common | 43 | 80 | 65 | 50 | 35 | 35 | fast-then-very-slow
342 | Crawdaunt | Water | Dark | 2 | Common | 63 | 120 | 85 | 90 | 55 | 55 | fast-then-very-slow
343 | Baltoy | Ground | Psychic | 1 | Common | 40 | 40 | 55 | 40 | 70 | 55 | medium
344 | Claydol | Ground | Psychic | 2 | Common | 60 | 70 | 105 | 70 | 120 | 75 | medium
345 | Lileep | Rock | Grass | 1 | Common | 66 | 41 | 77 | 61 | 87 | 23 | slow-then-very-fast
346 | Cradily | Rock | Grass | 2 | Common | 86 | 81 | 97 | 81 | 107 | 43 | slow-then-very-fast
347 | Anorith | Rock | Bug | 1 | Common | 45 | 95 | 50 | 40 | 50 | 75 | slow-then-very-fast
348 | Armaldo | Rock | Bug | 2 | Common | 75 | 125 | 100 | 70 | 80 | 45 | slow-then-very-fast
349 | Feebas | Water |  | 1 | Common | 20 | 15 | 20 | 10 | 55 | 80 | slow-then-very-fast
350 | Milotic | Water |  | 2 | Common | 95 | 60 | 79 | 100 | 125 | 81 | slow-then-very-fast
351 | Castform | Normal |  | 1 | Common | 70 | 70 | 70 | 70 | 70 | 70 | medium
352 | Kecleon | Normal |  | 1 | Common | 60 | 90 | 70 | 60 | 120 | 40 | medium-slow
353 | Shuppet | Ghost |  | 1 | Common | 44 | 75 | 35 | 63 | 33 | 45 | fast
354 | Banette | Ghost |  | 2 | Common | 64 | 115 | 65 | 83 | 63 | 65 | fast
355 | Duskull | Ghost |  | 1 | Common | 20 | 40 | 90 | 30 | 90 | 25 | fast
356 | Dusclops | Ghost |  | 2 | Common | 40 | 70 | 130 | 60 | 130 | 25 | fast
357 | Tropius | Grass | Flying | 1 | Common | 99 | 68 | 83 | 72 | 87 | 51 | slow
358 | Chimecho | Psychic |  | 2 | Common | 75 | 50 | 80 | 95 | 90 | 65 | fast
359 | Absol | Dark |  | 1 | Common | 65 | 130 | 60 | 75 | 60 | 75 | medium-slow
360 | Wynaut | Psychic |  | Baby | Common | 95 | 23 | 48 | 23 | 48 | 23 | medium
361 | Snorunt | Ice |  | 1 | Common | 50 | 50 | 50 | 50 | 50 | 50 | medium
362 | Glalie | Ice |  | 2 | Common | 80 | 80 | 80 | 80 | 80 | 80 | medium
363 | Spheal | Ice | Water | 1 | Common | 70 | 40 | 50 | 55 | 50 | 25 | medium-slow
364 | Sealeo | Ice | Water | 2 | Common | 90 | 60 | 70 | 75 | 70 | 45 | medium-slow
365 | Walrein | Ice | Water | 3 | Common | 110 | 80 | 90 | 95 | 90 | 65 | medium-slow
366 | Clamperl | Water |  | 1 | Common | 35 | 64 | 85 | 74 | 55 | 32 | slow-then-very-fast
367 | Huntail | Water |  | 2 | Common | 55 | 104 | 105 | 94 | 75 | 52 | slow-then-very-fast
368 | Gorebyss | Water |  | 2 | Common | 55 | 84 | 105 | 114 | 75 | 52 | slow-then-very-fast
369 | Relicanth | Water | Rock | 1 | Common | 100 | 90 | 130 | 45 | 65 | 55 | slow
370 | Luvdisc | Water |  | 1 | Common | 43 | 30 | 55 | 40 | 65 | 97 | fast
371 | Bagon | Dragon |  | 1 | Common | 45 | 75 | 60 | 40 | 30 | 50 | slow
372 | Shelgon | Dragon |  | 2 | Common | 65 | 95 | 100 | 60 | 50 | 50 | slow
373 | Salamence | Dragon | Flying | 3 | Common | 95 | 135 | 80 | 110 | 80 | 100 | slow
374 | Beldum | Steel | Psychic | 1 | Common | 40 | 55 | 80 | 35 | 60 | 30 | slow
375 | Metang | Steel | Psychic | 2 | Common | 60 | 75 | 100 | 55 | 80 | 50 | slow
376 | Metagross | Steel | Psychic | 3 | Common | 80 | 135 | 130 | 95 | 90 | 70 | slow
377 | Regirock | Rock |  | 1 | Legendary | 80 | 100 | 200 | 50 | 100 | 50 | slow
378 | Regice | Ice |  | 1 | Legendary | 80 | 50 | 100 | 100 | 200 | 50 | slow
379 | Registeel | Steel |  | 1 | Legendary | 80 | 75 | 150 | 75 | 150 | 50 | slow
380 | Latias | Dragon | Psychic | 1 | Legendary | 80 | 80 | 90 | 110 | 130 | 110 | slow
381 | Latios | Dragon | Psychic | 1 | Legendary | 80 | 90 | 80 | 130 | 110 | 110 | slow
382 | Kyogre | Water |  | 1 | Legendary | 100 | 100 | 90 | 150 | 140 | 90 | slow
383 | Groudon | Ground |  | 1 | Legendary | 100 | 150 | 140 | 100 | 90 | 90 | slow
384 | Rayquaza | Dragon | Flying | 1 | Legendary | 105 | 150 | 90 | 150 | 90 | 95 | slow
385 | Jirachi | Steel | Psychic | 1 | Mythical | 100 | 100 | 100 | 100 | 100 | 100 | slow
386 | Deoxys-Normal | Psychic |  | 1 | Mythical | 50 | 150 | 50 | 150 | 50 | 150 | slow
387 | Turtwig | Grass |  | 1 | Common | 55 | 68 | 64 | 45 | 55 | 31 | medium-slow
388 | Grotle | Grass |  | 2 | Common | 75 | 89 | 85 | 55 | 65 | 36 | medium-slow
389 | Torterra | Grass | Ground | 3 | Common | 95 | 109 | 105 | 75 | 85 | 56 | medium-slow
390 | Chimchar | Fire |  | 1 | Common | 44 | 58 | 44 | 58 | 44 | 61 | medium-slow
391 | Monferno | Fire | Fighting | 2 | Common | 64 | 78 | 52 | 78 | 52 | 81 | medium-slow
392 | Infernape | Fire | Fighting | 3 | Common | 76 | 104 | 71 | 104 | 71 | 108 | medium-slow
393 | Piplup | Water |  | 1 | Common | 53 | 51 | 53 | 61 | 56 | 40 | medium-slow
394 | Prinplup | Water |  | 2 | Common | 64 | 66 | 68 | 81 | 76 | 50 | medium-slow
395 | Empoleon | Water | Steel | 3 | Common | 84 | 86 | 88 | 111 | 101 | 60 | medium-slow
396 | Starly | Normal | Flying | 1 | Common | 40 | 55 | 30 | 30 | 30 | 60 | medium-slow
397 | Staravia | Normal | Flying | 2 | Common | 55 | 75 | 50 | 40 | 40 | 80 | medium-slow
398 | Staraptor | Normal | Flying | 3 | Common | 85 | 120 | 70 | 50 | 60 | 100 | medium-slow
399 | Bidoof | Normal |  | 1 | Common | 59 | 45 | 40 | 35 | 40 | 31 | medium
400 | Bibarel | Normal | Water | 2 | Common | 79 | 85 | 60 | 55 | 60 | 71 | medium
401 | Kricketot | Bug |  | 1 | Common | 37 | 25 | 41 | 25 | 41 | 25 | medium-slow
402 | Kricketune | Bug |  | 2 | Common | 77 | 85 | 51 | 55 | 51 | 65 | medium-slow
403 | Shinx | Electric |  | 1 | Common | 45 | 65 | 34 | 40 | 34 | 45 | medium-slow
404 | Luxio | Electric |  | 2 | Common | 60 | 85 | 49 | 60 | 49 | 60 | medium-slow
405 | Luxray | Electric |  | 3 | Common | 80 | 120 | 79 | 95 | 79 | 70 | medium-slow
406 | Budew | Grass | Poison | Baby | Common | 40 | 30 | 35 | 50 | 70 | 55 | medium-slow
407 | Roserade | Grass | Poison | 3 | Common | 60 | 70 | 65 | 125 | 105 | 90 | medium-slow
408 | Cranidos | Rock |  | 1 | Common | 67 | 125 | 40 | 30 | 30 | 58 | slow-then-very-fast
409 | Rampardos | Rock |  | 2 | Common | 97 | 165 | 60 | 65 | 50 | 58 | slow-then-very-fast
410 | Shieldon | Rock | Steel | 1 | Common | 30 | 42 | 118 | 42 | 88 | 30 | slow-then-very-fast
411 | Bastiodon | Rock | Steel | 2 | Common | 60 | 52 | 168 | 47 | 138 | 30 | slow-then-very-fast
412 | Burmy | Bug |  | 1 | Common | 40 | 29 | 45 | 29 | 45 | 36 | medium
413 | Wormadam-Plant | Bug | Grass | 2 | Common | 60 | 59 | 85 | 79 | 105 | 36 | medium
414 | Mothim | Bug | Flying | 2 | Common | 70 | 94 | 50 | 94 | 50 | 66 | medium
415 | Combee | Bug | Flying | 1 | Common | 30 | 30 | 42 | 30 | 42 | 70 | medium-slow
416 | Vespiquen | Bug | Flying | 2 | Common | 70 | 80 | 102 | 80 | 102 | 40 | medium-slow
417 | Pachirisu | Electric |  | 1 | Common | 60 | 45 | 70 | 45 | 90 | 95 | medium
418 | Buizel | Water |  | 1 | Common | 55 | 65 | 35 | 60 | 30 | 85 | medium
419 | Floatzel | Water |  | 2 | Common | 85 | 105 | 55 | 85 | 50 | 115 | medium
420 | Cherubi | Grass |  | 1 | Common | 45 | 35 | 45 | 62 | 53 | 35 | medium
421 | Cherrim | Grass |  | 2 | Common | 70 | 60 | 70 | 87 | 78 | 85 | medium
422 | Shellos | Water |  | 1 | Common | 76 | 48 | 48 | 57 | 62 | 34 | medium
423 | Gastrodon | Water | Ground | 2 | Common | 111 | 83 | 68 | 92 | 82 | 39 | medium
424 | Ambipom | Normal |  | 2 | Common | 75 | 100 | 66 | 60 | 66 | 115 | fast
425 | Drifloon | Ghost | Flying | 1 | Common | 90 | 50 | 34 | 60 | 44 | 70 | fast-then-very-slow
426 | Drifblim | Ghost | Flying | 2 | Common | 150 | 80 | 44 | 90 | 54 | 80 | fast-then-very-slow
427 | Buneary | Normal |  | 1 | Common | 55 | 66 | 44 | 44 | 56 | 85 | medium
428 | Lopunny | Normal |  | 2 | Common | 65 | 76 | 84 | 54 | 96 | 105 | medium
429 | Mismagius | Ghost |  | 2 | Common | 60 | 60 | 60 | 105 | 105 | 105 | fast
430 | Honchkrow | Dark | Flying | 2 | Common | 100 | 125 | 52 | 105 | 52 | 71 | medium-slow
431 | Glameow | Normal |  | 1 | Common | 49 | 55 | 42 | 42 | 37 | 85 | fast
432 | Purugly | Normal |  | 2 | Common | 71 | 82 | 64 | 64 | 59 | 112 | fast
433 | Chingling | Psychic |  | Baby | Common | 45 | 30 | 50 | 65 | 50 | 45 | fast
434 | Stunky | Poison | Dark | 1 | Common | 63 | 63 | 47 | 41 | 41 | 74 | medium
435 | Skuntank | Poison | Dark | 2 | Common | 103 | 93 | 67 | 71 | 61 | 84 | medium
436 | Bronzor | Steel | Psychic | 1 | Common | 57 | 24 | 86 | 24 | 86 | 23 | medium
437 | Bronzong | Steel | Psychic | 2 | Common | 67 | 89 | 116 | 79 | 116 | 33 | medium
438 | Bonsly | Rock |  | Baby | Common | 50 | 80 | 95 | 10 | 45 | 10 | medium
439 | Mime Jr. | Psychic | Fairy | Baby | Common | 20 | 25 | 45 | 70 | 90 | 60 | medium
440 | Happiny | Normal |  | Baby | Common | 100 | 5 | 5 | 15 | 65 | 30 | fast
441 | Chatot | Normal | Flying | 1 | Common | 76 | 65 | 45 | 92 | 42 | 91 | medium-slow
442 | Spiritomb | Ghost | Dark | 1 | Common | 50 | 92 | 108 | 92 | 108 | 35 | medium
443 | Gible | Dragon | Ground | 1 | Common | 58 | 70 | 45 | 40 | 45 | 42 | slow
444 | Gabite | Dragon | Ground | 2 | Common | 68 | 90 | 65 | 50 | 55 | 82 | slow
445 | Garchomp | Dragon | Ground | 3 | Common | 108 | 130 | 95 | 80 | 85 | 102 | slow
446 | Munchlax | Normal |  | Baby | Common | 135 | 85 | 40 | 40 | 85 | 5 | slow
447 | Riolu | Fighting |  | Baby | Common | 40 | 70 | 40 | 35 | 40 | 60 | medium-slow
448 | Lucario | Fighting | Steel | 2 | Common | 70 | 110 | 70 | 115 | 70 | 90 | medium-slow
449 | Hippopotas | Ground |  | 1 | Common | 68 | 72 | 78 | 38 | 42 | 32 | slow
450 | Hippowdon | Ground |  | 2 | Common | 108 | 112 | 118 | 68 | 72 | 47 | slow
451 | Skorupi | Poison | Bug | 1 | Common | 40 | 50 | 90 | 30 | 55 | 65 | slow
452 | Drapion | Poison | Dark | 2 | Common | 70 | 90 | 110 | 60 | 75 | 95 | slow
453 | Croagunk | Poison | Fighting | 1 | Common | 48 | 61 | 40 | 61 | 40 | 50 | medium
454 | Toxicroak | Poison | Fighting | 2 | Common | 83 | 106 | 65 | 86 | 65 | 85 | medium
455 | Carnivine | Grass |  | 1 | Common | 74 | 100 | 72 | 90 | 72 | 46 | slow
456 | Finneon | Water |  | 1 | Common | 49 | 49 | 56 | 49 | 61 | 66 | slow-then-very-fast
457 | Lumineon | Water |  | 2 | Common | 69 | 69 | 76 | 69 | 86 | 91 | slow-then-very-fast
458 | Mantyke | Water | Flying | Baby | Common | 45 | 20 | 50 | 60 | 120 | 50 | slow
459 | Snover | Grass | Ice | 1 | Common | 60 | 62 | 50 | 62 | 60 | 40 | slow
460 | Abomasnow | Grass | Ice | 2 | Common | 90 | 92 | 75 | 92 | 85 | 60 | slow
461 | Weavile | Dark | Ice | 2 | Common | 70 | 120 | 65 | 45 | 85 | 125 | medium-slow
462 | Magnezone | Electric | Steel | 3 | Common | 70 | 70 | 115 | 130 | 90 | 60 | medium
463 | Lickilicky | Normal |  | 2 | Common | 110 | 85 | 95 | 80 | 95 | 50 | medium
464 | Rhyperior | Ground | Rock | 3 | Common | 115 | 140 | 130 | 55 | 55 | 40 | slow
465 | Tangrowth | Grass |  | 2 | Common | 100 | 100 | 125 | 110 | 50 | 50 | medium
466 | Electivire | Electric |  | 3 | Common | 75 | 123 | 67 | 95 | 85 | 95 | medium
467 | Magmortar | Fire |  | 3 | Common | 75 | 95 | 67 | 125 | 95 | 83 | medium
468 | Togekiss | Fairy | Flying | 3 | Common | 85 | 50 | 95 | 120 | 115 | 80 | fast
469 | Yanmega | Bug | Flying | 2 | Common | 86 | 76 | 86 | 116 | 56 | 95 | medium
470 | Leafeon | Grass |  | 2 | Common | 65 | 110 | 130 | 60 | 65 | 95 | medium
471 | Glaceon | Ice |  | 2 | Common | 65 | 60 | 110 | 130 | 95 | 65 | medium
472 | Gliscor | Ground | Flying | 2 | Common | 75 | 95 | 125 | 45 | 75 | 95 | medium-slow
473 | Mamoswine | Ice | Ground | 3 | Common | 110 | 130 | 80 | 70 | 60 | 80 | slow
474 | Porygon-Z | Normal |  | 3 | Common | 85 | 80 | 70 | 135 | 75 | 90 | medium
475 | Gallade | Psychic | Fighting | 3 | Common | 68 | 125 | 65 | 65 | 115 | 80 | slow
476 | Probopass | Rock | Steel | 2 | Common | 60 | 55 | 145 | 75 | 150 | 40 | medium
477 | Dusknoir | Ghost |  | 3 | Common | 45 | 100 | 135 | 65 | 135 | 45 | fast
478 | Froslass | Ice | Ghost | 2 | Common | 70 | 80 | 70 | 80 | 70 | 110 | medium
479 | Rotom | Electric | Ghost | 1 | Common | 50 | 50 | 77 | 95 | 77 | 91 | medium
480 | Uxie | Psychic |  | 1 | Legendary | 75 | 75 | 130 | 75 | 130 | 95 | slow
481 | Mesprit | Psychic |  | 1 | Legendary | 80 | 105 | 105 | 105 | 105 | 80 | slow
482 | Azelf | Psychic |  | 1 | Legendary | 75 | 125 | 70 | 125 | 70 | 115 | slow
483 | Dialga | Steel | Dragon | 1 | Legendary | 100 | 120 | 120 | 150 | 100 | 90 | slow
484 | Palkia | Water | Dragon | 1 | Legendary | 90 | 120 | 100 | 150 | 120 | 100 | slow
485 | Heatran | Fire | Steel | 1 | Legendary | 91 | 90 | 106 | 130 | 106 | 77 | slow
486 | Regigigas | Normal |  | 1 | Legendary | 110 | 160 | 110 | 80 | 110 | 100 | slow
487 | Giratina-Altered | Ghost | Dragon | 1 | Legendary | 150 | 100 | 120 | 100 | 120 | 90 | slow
488 | Cresselia | Psychic |  | 1 | Legendary | 120 | 70 | 110 | 75 | 120 | 85 | slow
489 | Phione | Water |  | 1 | Mythical | 80 | 80 | 80 | 80 | 80 | 80 | slow
490 | Manaphy | Water |  | 2 | Mythical | 100 | 100 | 100 | 100 | 100 | 100 | slow
491 | Darkrai | Dark |  | 1 | Mythical | 70 | 90 | 90 | 135 | 90 | 125 | slow
492 | Shaymin-Land | Grass |  | 1 | Mythical | 100 | 100 | 100 | 100 | 100 | 100 | medium-slow
493 | Arceus | Normal |  | 1 | Mythical | 120 | 120 | 120 | 120 | 120 | 120 | slow
494 | Victini | Psychic | Fire | 1 | Mythical | 100 | 100 | 100 | 100 | 100 | 100 | slow
495 | Snivy | Grass |  | 1 | Common | 45 | 45 | 55 | 45 | 55 | 63 | medium-slow
496 | Servine | Grass |  | 2 | Common | 60 | 60 | 75 | 60 | 75 | 83 | medium-slow
497 | Serperior | Grass |  | 3 | Common | 75 | 75 | 95 | 75 | 95 | 113 | medium-slow
498 | Tepig | Fire |  | 1 | Common | 65 | 63 | 45 | 45 | 45 | 45 | medium-slow
499 | Pignite | Fire | Fighting | 2 | Common | 90 | 93 | 55 | 70 | 55 | 55 | medium-slow
500 | Emboar | Fire | Fighting | 3 | Common | 110 | 123 | 65 | 100 | 65 | 65 | medium-slow
501 | Oshawott | Water |  | 1 | Common | 55 | 55 | 45 | 63 | 45 | 45 | medium-slow
502 | Dewott | Water |  | 2 | Common | 75 | 75 | 60 | 83 | 60 | 60 | medium-slow
503 | Samurott | Water |  | 3 | Common | 95 | 100 | 85 | 108 | 70 | 70 | medium-slow
504 | Patrat | Normal |  | 1 | Common | 45 | 55 | 39 | 35 | 39 | 42 | medium
505 | Watchog | Normal |  | 2 | Common | 60 | 85 | 69 | 60 | 69 | 77 | medium
506 | Lillipup | Normal |  | 1 | Common | 45 | 60 | 45 | 25 | 45 | 55 | medium-slow
507 | Herdier | Normal |  | 2 | Common | 65 | 80 | 65 | 35 | 65 | 60 | medium-slow
508 | Stoutland | Normal |  | 3 | Common | 85 | 110 | 90 | 45 | 90 | 80 | medium-slow
509 | Purrloin | Dark |  | 1 | Common | 41 | 50 | 37 | 50 | 37 | 66 | medium
510 | Liepard | Dark |  | 2 | Common | 64 | 88 | 50 | 88 | 50 | 106 | medium
511 | Pansage | Grass |  | 1 | Common | 50 | 53 | 48 | 53 | 48 | 64 | medium
512 | Simisage | Grass |  | 2 | Common | 75 | 98 | 63 | 98 | 63 | 101 | medium
513 | Pansear | Fire |  | 1 | Common | 50 | 53 | 48 | 53 | 48 | 64 | medium
514 | Simisear | Fire |  | 2 | Common | 75 | 98 | 63 | 98 | 63 | 101 | medium
515 | Panpour | Water |  | 1 | Common | 50 | 53 | 48 | 53 | 48 | 64 | medium
516 | Simipour | Water |  | 2 | Common | 75 | 98 | 63 | 98 | 63 | 101 | medium
517 | Munna | Psychic |  | 1 | Common | 76 | 25 | 45 | 67 | 55 | 24 | fast
518 | Musharna | Psychic |  | 2 | Common | 116 | 55 | 85 | 107 | 95 | 29 | fast
519 | Pidove | Normal | Flying | 1 | Common | 50 | 55 | 50 | 36 | 30 | 43 | medium-slow
520 | Tranquill | Normal | Flying | 2 | Common | 62 | 77 | 62 | 50 | 42 | 65 | medium-slow
521 | Unfezant | Normal | Flying | 3 | Common | 80 | 115 | 80 | 65 | 55 | 93 | medium-slow
522 | Blitzle | Electric |  | 1 | Common | 45 | 60 | 32 | 50 | 32 | 76 | medium
523 | Zebstrika | Electric |  | 2 | Common | 75 | 100 | 63 | 80 | 63 | 116 | medium
524 | Roggenrola | Rock |  | 1 | Common | 55 | 75 | 85 | 25 | 25 | 15 | medium-slow
525 | Boldore | Rock |  | 2 | Common | 70 | 105 | 105 | 50 | 40 | 20 | medium-slow
526 | Gigalith | Rock |  | 3 | Common | 85 | 135 | 130 | 60 | 80 | 25 | medium-slow
527 | Woobat | Psychic | Flying | 1 | Common | 65 | 45 | 43 | 55 | 43 | 72 | medium
528 | Swoobat | Psychic | Flying | 2 | Common | 67 | 57 | 55 | 77 | 55 | 114 | medium
529 | Drilbur | Ground |  | 1 | Common | 60 | 85 | 40 | 30 | 45 | 68 | medium
530 | Excadrill | Ground | Steel | 2 | Common | 110 | 135 | 60 | 50 | 65 | 88 | medium
531 | Audino | Normal |  | 1 | Common | 103 | 60 | 86 | 60 | 86 | 50 | fast
532 | Timburr | Fighting |  | 1 | Common | 75 | 80 | 55 | 25 | 35 | 35 | medium-slow
533 | Gurdurr | Fighting |  | 2 | Common | 85 | 105 | 85 | 40 | 50 | 40 | medium-slow
534 | Conkeldurr | Fighting |  | 3 | Common | 105 | 140 | 95 | 55 | 65 | 45 | medium-slow
535 | Tympole | Water |  | 1 | Common | 50 | 50 | 40 | 50 | 40 | 64 | medium-slow
536 | Palpitoad | Water | Ground | 2 | Common | 75 | 65 | 55 | 65 | 55 | 69 | medium-slow
537 | Seismitoad | Water | Ground | 3 | Common | 105 | 95 | 75 | 85 | 75 | 74 | medium-slow
538 | Throh | Fighting |  | 1 | Common | 120 | 100 | 85 | 30 | 85 | 45 | medium
539 | Sawk | Fighting |  | 1 | Common | 75 | 125 | 75 | 30 | 75 | 85 | medium
