# Pokemon Insurgence Move Data  (generated by generate_data_from_game.py)
# Uses game-internal IDs — these are the @id values stored in save files
# ID | Name | Type | Category | PP | Power | Accuracy | Description
1 | Megahorn | Bug | Physical | 10 | 120 | 85 | Using its tough and impressive horn, the user rams into the target with no letup.
230 | Mud Shot | Ground | Special | 15 | 55 | 95 | The user attacks by hurling a blob of mud at the target. It also reduces the target's Speed.
231 | Bonemerang | Ground | Physical | 10 | 50 | 90 | The user throws the bone it holds. The bone loops to hit the target twice, coming and going.
232 | Sand Tomb | Ground | Physical | 15 | 35 | 85 | The user traps the target inside a harshly raging sandstorm for four to five turns.
233 | Bone Rush | Ground | Physical | 10 | 25 | 90 | The user strikes the target with a hard bone two to five times in a row.
234 | Mud-Slap | Ground | Special | 10 | 20 | 100 | The user hurls mud in the target's face to inflict damage and lower its accuracy.
235 | Fissure | Ground | Physical | 5 | 1 | 30 | The user opens up a fissure in the ground and drops the target in. The target instantly faints if it hits.
236 | Magnitude | Ground | Physical | 30 | 1 | 100 | The user looses a ground-shaking quake affecting everyone around the user. Its power varies.
237 | Mud Sport | Ground | Status | 15 | 0 | 0 | The user covers itself with mud. It weakens Electric-type moves while the user is in the battle.
238 | Sand Attack | Ground | Status | 15 | 0 | 100 | Sand is hurled in the target's face, reducing its accuracy.
239 | Spikes | Ground | Status | 20 | 0 | 0 | The user lays a trap of spikes at the opposing team's feet. The trap hurts Pokémon that switch into battle.
240 | Freeze Shock | Ice | Physical | 5 | 140 | 90 | On the second turn, the user hits the target with electrically charged ice. It may leave the target with paralysis.
241 | Ice Burn | Ice | Special | 5 | 140 | 90 | On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn.
242 | Blizzard | Ice | Special | 5 | 110 | 70 | A howling blizzard is summoned to strike the opposing team. It may also freeze them solid.
243 | Ice Beam | Ice | Special | 10 | 90 | 100 | The target is struck with an icy-cold beam of energy. It may also freeze the target solid.
244 | Icicle Crash | Ice | Physical | 10 | 85 | 90 | The user attacks by harshly dropping an icicle onto the target. It may also make the target flinch.
245 | Ice Punch | Ice | Physical | 15 | 75 | 100 | The target is punched with an icy fist. It may also leave the target frozen.
246 | Aurora Beam | Ice | Special | 20 | 65 | 100 | The target is hit with a rainbow-colored beam. This may also lower the target's Attack stat.
247 | Glaciate | Ice | Special | 10 | 65 | 95 | The user attacks by blowing freezing cold air at opposing Pokémon. This attack reduces the targets' Speed stat.
248 | Ice Fang | Ice | Physical | 15 | 65 | 95 | The user bites with cold-infused fangs. It may also make the target flinch or leave it frozen.
249 | Avalanche | Ice | Physical | 10 | 60 | 100 | An attack move that inflicts double the damage if the user has been hurt by the target in the same turn.
250 | Icy Wind | Ice | Special | 15 | 55 | 95 | The user attacks with a gust of chilled air. It also lowers the targets' Speed stat.
251 | Frost Breath | Ice | Special | 10 | 60 | 90 | The user blows a cold breath on the target. This attack always results in a critical hit.
252 | Ice Shard | Ice | Physical | 30 | 40 | 100 | The user flash freezes chunks of ice and hurls them at the target. This move always goes first.
253 | Powder Snow | Ice | Special | 25 | 40 | 100 | The user attacks with a chilling gust of powdery snow. It may also freeze the targets.
254 | Ice Ball | Ice | Physical | 20 | 30 | 90 | The user continually rolls into the target over five turns. It becomes stronger each time it hits.
255 | Icicle Spear | Ice | Physical | 30 | 25 | 100 | The user launches sharp icicles at the target. It strikes two to five times in a row.
256 | Sheer Cold | Ice | Special | 5 | 1 | 30 | The target is attacked with a blast of absolute-zero cold. The target instantly faints if it hits.
257 | Hail | Ice | Status | 10 | 0 | 0 | The user summons a hail storm lasting five turns. It damages all Pokémon except the Ice type.
258 | Haze | Ice | Status | 30 | 0 | 0 | The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
259 | Mist | Ice | Status | 30 | 0 | 0 | The user cloaks its body with a white mist that prevents any of its stats from being cut for five turns.
260 | Explosion | Normal | Physical | 5 | 250 | 100 | The user explodes to inflict damage on those around it. The user faints upon using this move.
261 | Self-Destruct | Normal | Physical | 5 | 200 | 100 | The user attacks everything around it by causing an explosion. The user faints upon using this move.
262 | Giga Impact | Normal | Physical | 5 | 150 | 90 | The user charges at the target using every bit of its power. The user must rest on the next turn.
263 | Hyper Beam | Normal | Special | 5 | 150 | 90 | The target is attacked with a powerful beam. The user must rest on the next turn to regain its energy.
264 | Last Resort | Normal | Physical | 5 | 140 | 100 | This move can be used only after the user has used all the other moves it knows in the battle.
265 | Double-Edge | Normal | Physical | 15 | 120 | 100 | A reckless, life-risking tackle. It also damages the user by a fairly large amount, however.
266 | Head Charge | Normal | Physical | 15 | 120 | 100 | The user charges its head into its target, using its powerful guard hair. It also damages the user a little.
267 | Mega Kick | Normal | Physical | 5 | 120 | 75 | The target is attacked by a kick launched with muscle-packed power.
268 | Thrash | Normal | Physical | 10 | 120 | 100 | The user rampages and attacks for two to three turns. It then becomes confused, however.
269 | Egg Bomb | Normal | Physical | 10 | 100 | 75 | A large egg is hurled at the target with maximum force to inflict damage.
270 | Judgment | Normal | Special | 10 | 100 | 100 | The user releases countless shots of light at the target. Its type varies with the kind of Plate the user is holding.
271 | Skull Bash | Normal | Physical | 10 | 130 | 100 | The user tucks in its head to raise its Defense in the first turn, then rams the target on the next turn.
272 | Hyper Voice | Normal | Special | 10 | 90 | 100 | The user lets loose a horribly echoing shout with the power to inflict damage.
273 | Rock Climb | Normal | Physical | 20 | 90 | 85 | The user attacks the target by smashing into it with incredible force. It may also confuse the target.
274 | Take Down | Normal | Physical | 20 | 90 | 85 | A reckless, full-body charge attack for slamming into the target. It also damages the user a little.
275 | Uproar | Normal | Special | 10 | 90 | 100 | The user attacks in an uproar for three turns. Over that time, no one can fall asleep.
276 | Body Slam | Normal | Physical | 15 | 85 | 100 | The user drops onto the target with its full body weight. It may leave the target with paralysis.
277 | Techno Blast | Normal | Special | 5 | 120 | 100 | The user fires a beam of light at its target. The type changes depending on the Drive the user holds.
278 | Extreme Speed | Normal | Physical | 5 | 80 | 100 | The user charges the target at blinding speed. This attack always goes before any other move.
279 | Hyper Fang | Normal | Physical | 15 | 80 | 90 | The user bites hard on the target with its sharp front fangs. It may also make the target flinch.
280 | Mega Punch | Normal | Physical | 20 | 80 | 85 | The target is slugged by a punch thrown with muscle-packed power.
281 | Razor Wind | Normal | Special | 10 | 80 | 100 | A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.
282 | Slam | Normal | Physical | 20 | 80 | 75 | The target is slammed with a long tail, vines, etc., to inflict damage.
283 | Strength | Normal | Physical | 15 | 80 | 100 | The target is slugged with a punch thrown at maximum power. It can also be used to move heavy boulders.
284 | Tri Attack | Normal | Special | 10 | 80 | 100 | The user strikes with a simultaneous three-beam attack. May also burn, freeze, or leave the target with paralysis.
285 | Crush Claw | Normal | Physical | 10 | 75 | 95 | The user slashes the target with hard and sharp claws. It may also lower the target's Defense.
286 | Relic Song | Normal | Special | 10 | 75 | 100 | The user sings an ancient song and attacks by appealing to the hearts of those listening. It may also induce sleep.
287 | Chip Away | Normal | Physical | 20 | 70 | 100 | Looking for an opening, the user strikes continually. The target's stat changes don't affect this attack's damage.
288 | Dizzy Punch | Normal | Physical | 10 | 70 | 100 | The target is hit with rhythmically launched punches that may also leave it confused.
289 | Facade | Normal | Physical | 20 | 70 | 100 | An attack move that doubles its power if the user is poisoned, burned, or has paralysis.
290 | Headbutt | Normal | Physical | 15 | 70 | 100 | The user sticks out its head and attacks by charging straight into the target. It may also make the target flinch.
291 | Retaliate | Normal | Physical | 5 | 70 | 100 | The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this attack's damage increases.
292 | Secret Power | Normal | Physical | 20 | 70 | 100 | The user attacks the target with a secret power. Its added effects vary depending on the user's environment.
293 | Slash | Normal | Physical | 20 | 70 | 100 | The target is attacked with a slash of claws or blades. Critical hits land more easily.
294 | Horn Attack | Normal | Physical | 25 | 65 | 100 | The target is jabbed with a sharply pointed horn to inflict damage.
295 | Stomp | Normal | Physical | 20 | 65 | 100 | The target is stomped with a big foot. It may also make the target flinch.
296 | Covet | Normal | Physical | 25 | 60 | 100 | The user endearingly approaches the target, then steals the target's held item.
297 | Round | Normal | Special | 15 | 60 | 100 | The user attacks the target with a song. Others can join in the Round and make the attack do greater damage.
298 | Smelling Salts | Normal | Physical | 10 | 70 | 100 | This attack inflicts double damage on a target with paralysis. It also cures the target's paralysis, however.
299 | Swift | Normal | Special | 20 | 60 | 0 | Star-shaped rays are shot at the opposing team. This attack never misses.
300 | Vice Grip | Normal | Physical | 30 | 55 | 100 | The target is gripped and squeezed from both sides to inflict damage.
301 | Cut | Normal | Physical | 30 | 50 | 95 | The target is cut with a scythe or a claw. It can also be used to cut down thin trees.
302 | Struggle | Normal | Physical | 1 | 50 | 0 | An attack that is used in desperation only if the user has no PP. It also hurts the user slightly.
303 | Tackle | Normal | Physical | 35 | 50 | 100 | A physical attack in which the user charges and slams into the target with its whole body.
304 | Weather Ball | Normal | Special | 10 | 50 | 100 | An attack move that varies in power and type depending on the weather.
305 | Echoed Voice | Normal | Special | 15 | 40 | 100 | The user attacks the target with an echoing voice. If this move is used every turn, it does greater damage.
306 | Fake Out | Normal | Physical | 10 | 40 | 100 | An attack that hits first and makes the target flinch. It only works the first turn the user is in battle.
307 | False Swipe | Normal | Physical | 40 | 40 | 100 | A restrained attack that prevents the target from fainting. The target is left with at least 1 HP.
308 | Pay Day | Normal | Physical | 20 | 40 | 100 | Numerous coins are hurled at the target to inflict damage. Money is earned after battle.
309 | Pound | Normal | Physical | 35 | 40 | 100 | The target is physically pounded with a long tail or a foreleg, etc.
310 | Quick Attack | Normal | Physical | 30 | 40 | 100 | The user lunges at the target at a speed that makes it almost invisible. It is sure to strike first.
311 | Scratch | Normal | Physical | 35 | 40 | 100 | Hard, pointed, and sharp claws rake the target to inflict damage.
312 | Snore | Normal | Special | 15 | 50 | 100 | An attack that can be used only if the user is asleep. The harsh noise may also make the target flinch.
313 | Double Hit | Normal | Physical | 10 | 35 | 90 | The user slams the target with a long tail, vines, or tentacle. The target is hit twice in a row.
314 | Feint | Normal | Physical | 10 | 30 | 100 | An attack that hits a target using Protect or Detect. It also lifts the effects of those moves.
315 | Tail Slap | Normal | Physical | 10 | 25 | 85 | The user attacks by striking the target with its hard tail. It hits the Pokémon two to five times in a row.
316 | Rage | Normal | Physical | 20 | 20 | 100 | As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle.
317 | Rapid Spin | Normal | Physical | 40 | 20 | 100 | A spin attack that can also eliminate such moves as Bind, Wrap, Leech Seed, and Spikes.
318 | Spike Cannon | Normal | Physical | 15 | 20 | 100 | Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.
319 | Comet Punch | Normal | Physical | 15 | 18 | 85 | The target is hit with a flurry of punches that strike two to five times in a row.
320 | Fury Swipes | Normal | Physical | 15 | 18 | 80 | The target is raked with sharp claws or scythes for two to five times in quick succession.
321 | Barrage | Normal | Physical | 20 | 15 | 85 | Round objects are hurled at the target to strike two to five times in a row.
322 | Bind | Normal | Physical | 20 | 15 | 85 | Things such as long bodies or tentacles are used to bind and squeeze the foe for four to five turns.
323 | Double Slap | Normal | Physical | 10 | 15 | 85 | The target is slapped repeatedly, back and forth, two to five times in a row.
324 | Fury Attack | Normal | Physical | 20 | 15 | 85 | The target is jabbed repeatedly with a horn or beak two to five times in a row.
325 | Wrap | Normal | Physical | 20 | 15 | 90 | A long body or vines are used to wrap and squeeze the target for four to five turns.
326 | Constrict | Normal | Physical | 35 | 10 | 100 | The target is attacked with long, creeping tentacles or vines. It may also lower the target's Speed stat.
327 | Bide | Normal | Physical | 10 | 1 | 0 | The user endures attacks for two turns, then strikes back to cause double the damage taken.
328 | Crush Grip | Normal | Physical | 5 | 1 | 100 | The target is crushed with great force. The attack is more powerful the more HP the target has left.
329 | Endeavor | Normal | Physical | 5 | 1 | 100 | An attack move that cuts down the target's HP to equal the user's HP.
330 | Flail | Normal | Physical | 15 | 1 | 100 | The user flails about aimlessly to attack. It becomes more powerful the less HP the user has.
331 | Frustration | Normal | Physical | 20 | 1 | 100 | A full-power attack that grows more powerful the less the user likes its Trainer.
332 | Guillotine | Normal | Physical | 5 | 1 | 30 | A vicious, tearing attack with big pincers. The target will faint instantly if this attack hits.
333 | Hidden Power | Normal | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
334 | Horn Drill | Normal | Physical | 5 | 1 | 30 | The user stabs the target with a horn that rotates like a drill. If it hits, the target faints instantly.
335 | Natural Gift | Normal | Physical | 15 | 1 | 100 | The user draws power to attack by using its held Berry. The Berry determines its type and power.
336 | Present | Normal | Physical | 15 | 1 | 90 | The user attacks by giving the target a gift with a hidden trap. It restores HP sometimes, however.
337 | Return | Normal | Physical | 20 | 1 | 100 | A full-power attack that grows more powerful the more the user likes its Trainer.
338 | Sonic Boom | Normal | Special | 20 | 1 | 90 | The target is hit with a destructive shock wave that always inflicts 20 HP damage.
339 | Spit Up | Normal | Special | 10 | 1 | 100 | The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the damage.
340 | Super Fang | Normal | Physical | 10 | 1 | 90 | The user chomps hard on the target with its sharp front fangs. It cuts the target's HP to half.
341 | Trump Card | Normal | Special | 5 | 1 | 0 | The fewer PP this move has, the greater its attack power.
342 | Wring Out | Normal | Special | 5 | 1 | 100 | The user powerfully wrings the target. The more HP the target has, the greater this attack's power.
343 | Acupressure | Normal | Status | 30 | 0 | 0 | The user applies pressure to stress points, sharply boosting one of its stats.
344 | After You | Normal | Status | 15 | 0 | 0 | The user helps the target and makes it use its move right after the user.
345 | Assist | Normal | Status | 20 | 0 | 0 | The user hurriedly and randomly uses a move among those known by other Pokémon in the party.
346 | Attract | Normal | Status | 15 | 0 | 100 | If it is the opposite gender of the user, the target becomes infatuated and less likely to attack.
347 | Baton Pass | Normal | Status | 40 | 0 | 0 | The user switches places with a party Pokémon in waiting, passing along any stat changes.
348 | Belly Drum | Normal | Status | 10 | 0 | 0 | The user maximizes its Attack stat in exchange for HP equal to half its max HP.
349 | Bestow | Normal | Status | 15 | 0 | 0 | The user passes its held item to the target when the target isn't holding an item.
350 | Block | Normal | Status | 5 | 0 | 0 | The user blocks the target's way with arms spread wide to prevent escape.
351 | Camouflage | Normal | Status | 20 | 0 | 0 | The user's type is changed depending on its environment, such as at water's edge, in grass, or in a cave.
352 | Captivate | Normal | Status | 20 | 0 | 100 | If it is the opposite gender of the user, the target is charmed into harshly lowering its Sp. Atk stat.
353 | Charm | Fairy | Status | 20 | 0 | 100 | The user gazes at the target rather charmingly, making it less wary. The target's Attack is harshly lowered.
354 | Conversion | Normal | Status | 30 | 0 | 0 | The user changes its type to become the same type as one of its moves.
355 | Conversion 2 | Normal | Status | 30 | 0 | 0 | The user changes its type to make itself resistant to the type of the attack the opponent used last.
356 | Copycat | Normal | Status | 20 | 0 | 0 | The user mimics the move used immediately before it. The move fails if no other move has been used yet.
357 | Defense Curl | Normal | Status | 40 | 0 | 0 | The user curls up to conceal weak spots and raise its Defense stat.
358 | Disable | Normal | Status | 20 | 0 | 100 | For four turns, this move prevents the target from using the move it last used.
359 | Double Team | Normal | Status | 15 | 0 | 0 | By moving rapidly, the user makes illusory copies of itself to raise its evasiveness.
360 | Encore | Normal | Status | 5 | 0 | 100 | The user compels the target to keep using only the move it last used for three turns.
361 | Endure | Normal | Status | 10 | 0 | 0 | The user endures any attack with at least 1 HP. Its chance of failing rises if it is used in succession.
362 | Entrainment | Normal | Status | 15 | 0 | 100 | The user dances with an odd rhythm that compels the target to mimic it, making the target's Ability the same as the user's.
363 | Flash | Normal | Status | 20 | 0 | 100 | The user flashes a light that cuts the target's accuracy. It can also be used to illuminate caves.
364 | Focus Energy | Normal | Status | 30 | 0 | 0 | The user takes a deep breath and focuses so that critical hits land more easily.
365 | Follow Me | Normal | Status | 20 | 0 | 0 | The user draws attention to itself, making all targets take aim only at the user.
366 | Foresight | Normal | Status | 40 | 0 | 0 | Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. It also enables an evasive target to be hit.
367 | Glare | Normal | Status | 30 | 0 | 100 | The user intimidates the target with the pattern on its belly to cause paralysis.
368 | Growl | Normal | Status | 40 | 0 | 100 | The user growls in an endearing way, making the opposing team less wary. The foes' Attack stats are lowered.
369 | Growth | Normal | Status | 20 | 0 | 0 | The user's body grows all at once, raising the Atk and Sp. Atk stats.
370 | Harden | Normal | Status | 30 | 0 | 0 | The user stiffens all the muscles in its body to raise its Defense stat.
371 | Heal Bell | Normal | Status | 5 | 0 | 0 | The user makes a soothing bell chime to heal the status problems of all the party Pokémon.
372 | Helping Hand | Normal | Status | 20 | 0 | 0 | The user assists an ally by boosting the power of its attack.
373 | Howl | Normal | Status | 40 | 0 | 0 | The user howls loudly to raise its spirit, boosting its Attack stat.
374 | Leer | Normal | Status | 30 | 0 | 100 | The opposing team gains an intimidating leer with sharp eyes. The opposing team's Defense stats are reduced.
375 | Lock-On | Normal | Status | 5 | 0 | 0 | The user takes sure aim at the target. It ensures the next attack does not fail to hit the target.
376 | Lovely Kiss | Normal | Status | 10 | 0 | 75 | With a scary face, the user tries to force a kiss on the target. If it suceeds, the target falls asleep.
377 | Lucky Chant | Normal | Status | 30 | 0 | 0 | The user chants an incantation toward the sky, preventing opposing Pokémon from landing critical hits.
378 | Me First | Normal | Status | 20 | 0 | 0 | The user tries to cut ahead of the target to steal and use the target's intended move with greater power.
379 | Mean Look | Normal | Status | 5 | 0 | 0 | The user pins the target with a dark, arresting look. The target becomes unable to flee.
380 | Metronome | Normal | Status | 10 | 0 | 0 | The user waggles a finger and stimulates its brain into randomly using nearly any move.
381 | Milk Drink | Normal | Status | 10 | 0 | 0 | The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP.
382 | Mimic | Normal | Status | 10 | 0 | 0 | The user copies the target's last move. The move can be used during battle until the Pokémon is switched out.
383 | Mind Reader | Normal | Status | 5 | 0 | 0 | The user senses the target's movements with its mind to ensure its next attack does not miss the target.
384 | Minimize | Normal | Status | 10 | 0 | 0 | The user compresses its body to make itself look smaller, which sharply raises its evasiveness.
385 | Moonlight | Fairy | Status | 5 | 0 | 0 | The user restores its own HP. The amount of HP regained varies with the weather.
386 | Morning Sun | Normal | Status | 5 | 0 | 0 | The user restores its own HP. The amount of HP regained varies with the weather.
387 | Nature Power | Normal | Status | 20 | 0 | 0 | An attack that makes use of nature's power. Its effects vary depending on the user's environment.
388 | Odor Sleuth | Normal | Status | 40 | 0 | 0 | Enables a Ghost-type target to be hit with Normal- and Fighting-type attacks. It also enables an evasive target to be hit.
389 | Pain Split | Normal | Status | 20 | 0 | 0 | The user adds its HP to the target's HP, then equally shares the combined HP with the target.
390 | Perish Song | Normal | Status | 5 | 0 | 0 | Any Pokémon that hears this song faints in three turns, unless it switches out of battle.
391 | Protect | Normal | Status | 10 | 0 | 0 | It enables the user to evade all attacks. Its chance of failing rises if it is used in succession.
392 | Psych Up | Normal | Status | 10 | 0 | 0 | The user hypnotizes itself into copying any stat change made by the target.
393 | Recover | Normal | Status | 10 | 0 | 0 | Restoring its own cells, the user restores its own HP by half of its max HP.
394 | Recycle | Normal | Status | 10 | 0 | 0 | The user recycles a held item that has been used in battle so it can be used again.
395 | Reflect Type | Normal | Status | 15 | 0 | 0 | The user reflects the target's type, making it the same type as the target.
396 | Refresh | Normal | Status | 20 | 0 | 0 | The user rests to cure itself of a poisoning, burn, or paralysis.
397 | Roar | Normal | Status | 20 | 0 | 0 | The target is scared off and replaced by another Pokémon in its party. In the wild, the battle ends.
398 | Safeguard | Normal | Status | 10 | 0 | 0 | The user creates a protective field that prevents status problems for five turns.
399 | Scary Face | Normal | Status | 10 | 0 | 100 | The user frightens the target with a scary face to harshly reduce its Speed stat.
400 | Screech | Normal | Status | 40 | 0 | 85 | An earsplitting screech harshly reduces the target's Defense stat.
401 | Sharpen | Normal | Status | 30 | 0 | 0 | The user reduces its polygon count to make itself more jagged, raising the Attack stat.
402 | Shell Smash | Normal | Status | 15 | 0 | 0 | The user breaks its shell, lowering its Defense and Sp. Def stats but sharply raising Attack, Sp. Atk, and Speed stats.
403 | Simple Beam | Normal | Status | 15 | 0 | 100 | The user's mysterious psychic wave changes the target's Ability to Simple.
404 | Sing | Normal | Status | 15 | 0 | 55 | A soothing lullaby is sung in a calming voice that puts the target into a deep slumber.
405 | Sketch | Normal | Status | 1 | 0 | 0 | It enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.
406 | Slack Off | Normal | Status | 10 | 0 | 0 | The user slacks off, restoring its own HP by up to half of its maximum HP.
407 | Sleep Talk | Normal | Status | 10 | 0 | 0 | While it is asleep, the user randomly uses one of the moves it knows.
408 | Smokescreen | Normal | Status | 20 | 0 | 100 | The user releases an obscuring cloud of smoke or ink. It reduces the target's accuracy.
409 | Soft-Boiled | Normal | Status | 10 | 0 | 0 | The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP.
410 | Splash | Normal | Status | 40 | 0 | 0 | The user just flops and splashes around to no effect at all…
411 | Stockpile | Normal | Status | 20 | 0 | 0 | The user charges up power and raises both its Defense and Sp. Def. The move can be used three times.
412 | Substitute | Normal | Status | 10 | 0 | 0 | The user makes a copy of itself using some of its HP. The copy serves as the user's decoy.
413 | Supersonic | Normal | Status | 20 | 0 | 55 | The user generates odd sound waves from its body. It may confuse the target.
414 | Swagger | Normal | Status | 15 | 0 | 90 | The user enrages and confuses the target. However, it also sharply raises the target's Attack stat.
415 | Swallow | Normal | Status | 10 | 0 | 0 | The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.
416 | Sweet Kiss | Fairy | Status | 10 | 0 | 75 | The user kisses the target with a sweet, angelic cuteness that causes confusion.
417 | Sweet Scent | Normal | Status | 20 | 0 | 100 | A sweet scent that lowers the opposing team's evasiveness. It also lures wild Pokémon if used in grass, etc.
418 | Swords Dance | Normal | Status | 20 | 0 | 0 | A frenetic dance to uplift the fighting spirit. It sharply raises the user's Attack stat.
419 | Tail Whip | Normal | Status | 30 | 0 | 100 | The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stat.
420 | Teeter Dance | Normal | Status | 20 | 0 | 100 | The user performs a wobbly dance that confuses the Pokémon around it.
421 | Tickle | Normal | Status | 20 | 0 | 100 | The user tickles the target into laughing, reducing its Attack and Defense stats.
422 | Transform | Normal | Status | 10 | 0 | 0 | The user transforms into a copy of the target right down to having the same move set.
423 | Whirlwind | Normal | Status | 20 | 0 | 0 | The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.
424 | Wish | Normal | Status | 10 | 0 | 0 | One turn after this move is used, the target's HP is restored by half the user's maximum HP.
425 | Work Up | Normal | Status | 30 | 0 | 0 | The user is roused, and its Attack and Sp. Atk stats increase.
426 | Yawn | Normal | Status | 10 | 0 | 0 | The user lets loose a huge yawn that lulls the target into falling asleep on the next turn.
427 | Gunk Shot | Poison | Physical | 5 | 120 | 80 | The user shoots filthy garbage at the target to attack. It may also poison the target.
428 | Sludge Wave | Poison | Special | 10 | 95 | 100 | It swamps the area around the user with a giant sludge wave. It may also poison those hit.
429 | Sludge Bomb | Poison | Special | 10 | 90 | 100 | Unsanitary sludge is hurled at the target. It may also poison the target.
430 | Poison Jab | Poison | Physical | 20 | 80 | 100 | The target is stabbed with a tentacle or arm seeped with poison. It may also poison the target.
431 | Cross Poison | Poison | Physical | 20 | 70 | 100 | A slashing attack with a poisonous blade that may also leave the target poisoned. Critical hits land more easily.
432 | Sludge | Poison | Special | 20 | 65 | 100 | Unsanitary sludge is hurled at the target. It may also poison the target.
433 | Venoshock | Poison | Special | 10 | 65 | 100 | The user drenches the target in a special poisonous liquid. Its power is doubled if the target is poisoned.
434 | Clear Smog | Poison | Special | 15 | 50 | 0 | The user attacks by throwing a clump of special mud. All status changes are returned to normal.
435 | Poison Fang | Poison | Physical | 15 | 50 | 100 | The user bites the target with toxic fangs. It may also leave the target badly poisoned.
436 | Poison Tail | Poison | Physical | 25 | 50 | 100 | The user hits the target with its tail. It may also poison the target. Critical hits land more easily.
437 | Acid | Poison | Special | 30 | 40 | 100 | The opposing team is attacked with a spray of harsh acid. The acid may also lower the targets' Sp.Def stats.
438 | Acid Spray | Poison | Special | 20 | 40 | 100 | The user spits fluid that works to melt the target. This harshly reduces the target's Sp. Def stat.
439 | Smog | Poison | Special | 20 | 30 | 70 | The target is attacked with a discharge of filthy gases. It may also poison the target.
440 | Poison Sting | Poison | Physical | 35 | 15 | 100 | The user stabs the target with a poisonous stinger. This may also poison the target.
441 | Acid Armor | Poison | Status | 20 | 0 | 0 | The user alters its cellular structure to liquefy itself, sharply raising its Defense stat.
442 | Coil | Poison | Status | 20 | 0 | 0 | The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.
443 | Gastro Acid | Poison | Status | 10 | 0 | 100 | The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.
444 | Poison Gas | Poison | Status | 40 | 0 | 90 | A cloud of poison gas is sprayed in the face of opposing Pokémon. It may poison those hit.
445 | Poison Powder | Poison | Status | 35 | 0 | 75 | The user scatters a cloud of poisonous dust on the target. It may poison the target.
446 | Toxic | Poison | Status | 10 | 0 | 90 | A move that leaves the target badly poisoned. Its poison damage worsens every turn.
447 | Toxic Spikes | Poison | Status | 20 | 0 | 0 | The user lays a trap of poison spikes at the opponent's feet. They poison opponents that switch into battle.
448 | Psycho Boost | Psychic | Special | 5 | 140 | 90 | The user attacks the target at full power. The attack's recoil harshly reduces the user's Sp. Atk stat.
449 | Dream Eater | Psychic | Special | 15 | 100 | 100 | The user eats the dreams of a sleeping target. It absorbs half the damage caused to heal the user's HP.
450 | Future Sight | Psychic | Special | 10 | 120 | 100 | Two turns after this move is used, a hunk of psychic energy attacks the target.
451 | Psystrike | Psychic | Special | 10 | 100 | 100 | The user materializes an odd psychic wave to attack the target. This attack does physical damage.
452 | Psychic | Psychic | Special | 10 | 90 | 100 | The target is hit by a strong telekinetic force. It may also reduce the target's Sp. Def stat.
453 | Extrasensory | Psychic | Special | 20 | 80 | 100 | The user attacks with an odd, unseeable power. It may also make the target flinch.
454 | Psyshock | Psychic | Special | 10 | 80 | 100 | The user materializes an odd psychic wave to attack the target. This attack does physical damage.
455 | Zen Headbutt | Psychic | Physical | 15 | 80 | 90 | The user focuses its willpower to its head and attacks the target. It may also make the target flinch.
456 | Luster Purge | Psychic | Special | 5 | 70 | 100 | The user lets loose a damaging burst of light. It may also reduce the target's Sp. Def stat.
457 | Mist Ball | Psychic | Special | 5 | 70 | 100 | A mistlike flurry of down envelops and damages the target. It may also lower the target's Sp. Atk.
458 | Psycho Cut | Psychic | Physical | 20 | 70 | 100 | The user tears at the target with blades formed by psychic power. Critical hits land more easily.
459 | Synchronoise | Psychic | Special | 15 | 120 | 100 | Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it.
460 | Psybeam | Psychic | Special | 20 | 65 | 100 | The target is attacked with a peculiar ray. It may also cause confusion.
461 | Heart Stamp | Psychic | Physical | 25 | 60 | 100 | The user unleashes a vicious blow after its cute act makes the target less wary. It may also make the target flinch.
462 | Confusion | Psychic | Special | 25 | 50 | 100 | The target is hit by a weak telekinetic force. It may also leave the target confused.
463 | Mirror Coat | Psychic | Special | 20 | 1 | 100 | A retaliation move that counters any special attack, inflicting double the damage taken.
464 | Psywave | Psychic | Special | 15 | 1 | 100 | The target is attacked with an odd psychic wave. The attack varies in intensity.
465 | Stored Power | Psychic | Special | 10 | 1 | 100 | The user attacks the target with stored power. The more the user's stats are raised, the greater the damage.
466 | Agility | Psychic | Status | 30 | 0 | 0 | The user relaxes and lightens its body to move faster. It sharply boosts the Speed stat.
